19.05.2022	23	25	31	34	50	59
17.05.2022	7	17	34	44	49	57
15.05.2022	2	10	37	38	39	48
12.05.2022	25	26	38	39	42	47
10.05.2022	31	35	51	52	55	57
08.05.2022	13	25	40	44	51	59
05.05.2022	2	8	16	26	46	57
03.05.2022	15	32	33	39	46	49
01.05.2022	15	22	33	39	54	55
28.04.2022	1	11	16	18	26	36
26.04.2022	7	16	31	34	38	42
24.04.2022	20	22	26	30	40	55
21.04.2022	5	7	15	16	45	58
19.04.2022	1	13	25	28	36	59
17.04.2022	7	11	26	28	40	57
14.04.2022	1	13	19	44	49	51
12.04.2022	10	36	37	54	56	57
10.04.2022	17	31	35	43	45	49
07.04.2022	11	12	30	44	48	49
05.04.2022	5	18	24	41	47	60
03.04.2022	7	8	10	14	34	40
31.03.2022	13	16	21	45	54	60
29.03.2022	22	30	33	43	44	48
27.03.2022	18	38	42	47	48	55
24.03.2022	3	11	15	17	38	54
22.03.2022	11	12	25	29	34	51
20.03.2022	1	26	29	30	39	54
17.03.2022	9	23	26	27	30	41
15.03.2022	6	23	25	45	51	58
13.03.2022	6	25	38	40	52	59
10.03.2022	19	37	39	47	52	55
08.03.2022	2	7	19	21	40	58
06.03.2022	9	15	16	28	43	58
03.03.2022	1	3	4	43	55	58
01.03.2022	5	9	10	16	31	47
27.02.2022	2	6	18	27	30	38
24.02.2022	11	31	32	41	44	58
22.02.2022	17	28	40	50	52	56
20.02.2022	11	26	30	36	38	55
17.02.2022	5	17	36	39	49	53
15.02.2022	9	13	22	35	37	59
13.02.2022	14	19	38	47	52	53
10.02.2022	21	25	42	45	54	56
08.02.2022	26	28	35	40	48	57
06.02.2022	3	4	10	37	40	52
03.02.2022	14	16	19	37	43	53
01.02.2022	2	4	15	17	29	35
30.01.2022	4	13	15	36	37	57
27.01.2022	6	13	44	47	49	58
25.01.2022	11	13	25	31	38	56
23.01.2022	9	18	28	37	59	60
20.01.2022	3	8	10	44	52	55
18.01.2022	7	9	16	27	32	44
16.01.2022	1	6	16	36	50	59
13.01.2022	3	7	9	17	40	47
11.01.2022	9	12	16	17	35	59
09.01.2022	14	19	20	37	45	46
06.01.2022	7	11	22	25	33	53
04.01.2022	1	3	7	29	36	58
02.01.2022	41	43	46	47	48	51
30.12.2021	6	11	33	35	47	58
28.12.2021	15	18	26	31	42	52
26.12.2021	12	15	35	39	40	51
23.12.2021	24	41	44	51	55	59
21.12.2021	9	21	31	36	37	53
19.12.2021	8	15	16	28	30	53
16.12.2021	24	44	48	55	57	58
14.12.2021	9	34	35	36	40	57
12.12.2021	17	19	37	51	55	59
09.12.2021	15	20	29	32	39	46
07.12.2021	20	27	29	32	44	48
05.12.2021	10	17	20	29	51	60
02.12.2021	12	23	27	40	49	55
30.11.2021	24	27	43	45	51	53
28.11.2021	21	24	41	48	49	54
25.11.2021	16	28	29	33	40	49
23.11.2021	7	14	27	39	46	58
21.11.2021	9	28	30	33	44	46
18.11.2021	9	19	20	42	54	59
16.11.2021	5	13	20	37	55	60
14.11.2021	13	26	28	33	47	58
11.11.2021	3	6	9	21	39	49
09.11.2021	1	5	7	12	29	37
07.11.2021	4	22	28	37	39	56
04.11.2021	3	18	37	44	56	60
02.11.2021	5	14	34	37	49	51
31.10.2021	5	32	34	44	48	50
28.10.2021	22	28	53	54	58	59
26.10.2021	1	8	22	30	36	56
24.10.2021	6	17	23	31	47	55
21.10.2021	23	25	34	35	36	55
19.10.2021	16	19	26	31	35	36
17.10.2021	8	37	42	43	56	57
14.10.2021	3	8	20	23	43	48
12.10.2021	9	15	17	18	32	43
10.10.2021	3	18	32	33	47	58
07.10.2021	7	17	23	41	44	47
05.10.2021	9	18	25	36	41	59
03.10.2021	7	19	24	27	47	58
30.09.2021	8	10	28	39	49	60
28.09.2021	15	26	27	37	51	58
26.09.2021	7	13	22	26	44	56
23.09.2021	3	15	20	45	56	58
21.09.2021	13	15	26	30	48	59
19.09.2021	5	17	27	38	47	52
16.09.2021	14	16	20	29	36	38
14.09.2021	7	14	18	31	43	47
12.09.2021	1	10	17	22	50	58
09.09.2021	11	18	26	34	42	60
